id,name,city_id,city_name
416,Andorra,2,Philadelphia
417,Angora,2,Philadelphia
418,Ashton-Woodenbridge,2,Philadelphia
419,Bartram Village,2,Philadelphia
420,Beggarstown,2,Philadelphia
421,Bella Vista,2,Philadelphia
422,Belmont Village,2,Philadelphia
423,Black Bottom,2,Philadelphia
424,Brewerytown,2,Philadelphia
425,Bridesburg,2,Philadelphia
426,Burholme,2,Philadelphia
427,Bustleton,2,Philadelphia
428,Byberry,2,Philadelphia
429,Callowhill,2,Philadelphia
430,Carroll Park,2,Philadelphia
431,Castor Gardens,2,Philadelphia
432,Cathedral Park,2,Philadelphia
433,Cecil B. Moore,2,Philadelphia
434,Cedar Park,2,Philadelphia
435,Cedarbrook,2,Philadelphia
436,Center City East,2,Philadelphia
437,Central South Philadelphia,2,Philadelphia
438,Chestnut Hill,2,Philadelphia
439,Clearview,2,Philadelphia
440,Cobbs Creek,2,Philadelphia
441,Crescentville,2,Philadelphia
442,Crestmont Farms,2,Philadelphia
443,Devil's Pocket,2,Philadelphia
444,Dickinson Square West,2,Philadelphia
445,Dunlap,2,Philadelphia
446,East Falls,2,Philadelphia
447,East Oak Lane,2,Philadelphia
448,East Passyunk Crossing,2,Philadelphia
449,Eastwick,2,Philadelphia
450,Elmwood Park,2,Philadelphia
451,Fairhill,2,Philadelphia
452,Fairmount,2,Philadelphia
453,Feltonville,2,Philadelphia
454,Fern Rock,2,Philadelphia
455,Fitler Square,2,Philadelphia
456,Fox Chase,2,Philadelphia
457,Francisville,2,Philadelphia
458,Frankford,2,Philadelphia
459,Franklintown,2,Philadelphia
460,Franklinville,2,Philadelphia
461,French Quarter,2,Philadelphia
462,Garden Court,2,Philadelphia
463,Germantown,2,Philadelphia
464,Girard Estate,2,Philadelphia
465,Glenwood,2,Philadelphia
466,Grays Ferry,2,Philadelphia
467,Haddington,2,Philadelphia
468,Harrowgate,2,Philadelphia
469,Hartranft,2,Philadelphia
470,Haverford North,2,Philadelphia
471,Hawthorne,2,Philadelphia
472,Hog Island,2,Philadelphia
473,Holme Circle,2,Philadelphia
474,Holmesburg,2,Philadelphia
475,Hunting Park,2,Philadelphia
476,Italian Market,2,Philadelphia
477,Jewelers' Row,2,Philadelphia
478,Juniata,2,Philadelphia
479,Kensington,2,Philadelphia
480,Kingsessing,2,Philadelphia
481,Krewstown,2,Philadelphia
482,Lawncrest,2,Philadelphia
483,Lawndale,2,Philadelphia
484,Lexington Park,2,Philadelphia
485,Logan Square,2,Philadelphia
486,Logan,2,Philadelphia
487,Lower Moyamensing,2,Philadelphia
488,Ludlow,2,Philadelphia
489,Manayunk,2,Philadelphia
490,Mantua,2,Philadelphia
491,Marconi Plaza,2,Philadelphia
492,Mayfair,2,Philadelphia
493,Mill Creek,2,Philadelphia
494,Millbrook,2,Philadelphia
495,Modena Park,2,Philadelphia
496,Morrell Park,2,Philadelphia
497,Morris Park,2,Philadelphia
498,Morton,2,Philadelphia
499,Mount Airy,2,Philadelphia
500,Mount Moriah,2,Philadelphia
501,Moyamensing,2,Philadelphia
502,Naval Square,2,Philadelphia
503,Newbold,2,Philadelphia
504,Normandy,2,Philadelphia
505,North Central,2,Philadelphia
506,Northern Liberties,2,Philadelphia
507,Northwood,2,Philadelphia
508,Ogontz,2,Philadelphia
509,Old City,2,Philadelphia
510,Olde Kensington,2,Philadelphia
511,Olde Richmond,2,Philadelphia
512,Olney-Oak Lane,2,Philadelphia
513,Olney,2,Philadelphia
514,Overbrook Farms,2,Philadelphia
515,Overbrook,2,Philadelphia
516,Oxford Circle,2,Philadelphia
517,Parkland,2,Philadelphia
518,Parkside,2,Philadelphia
519,Parkwood,2,Philadelphia
520,Paschall,2,Philadelphia
521,Passyunk Square,2,Philadelphia
522,Penn Center,2,Philadelphia
523,Pennsport,2,Philadelphia
524,Pennypack,2,Philadelphia
525,Little Saigon,2,Philadelphia
526,Point Breeze,2,Philadelphia
527,Poplar,2,Philadelphia
528,Port Richmond,2,Philadelphia
529,Powelton Village,2,Philadelphia
530,Queen Village,2,Philadelphia
531,Rhawnhurst,2,Philadelphia
532,River Wards,2,Philadelphia
533,Roxborough,2,Philadelphia
534,Ryers,2,Philadelphia
535,Saunders Park,2,Philadelphia
536,Schuylkill,2,Philadelphia
537,Sharswood,2,Philadelphia
538,Somerton,2,Philadelphia
539,Southwark,2,Philadelphia
540,Southwest Center City,2,Philadelphia
541,Southwest Schuylkill,2,Philadelphia
542,Spring Garden,2,Philadelphia
543,Spruce Hill,2,Philadelphia
544,Squirrel Hill,2,Philadelphia
545,Stanton,2,Philadelphia
546,Strawberry Mansion,2,Philadelphia
547,Swampoodle,2,Philadelphia
548,Tacony,2,Philadelphia
549,Thai Town,2,Philadelphia
550,Torresdale,2,Philadelphia
551,Upper Holmesburg,2,Philadelphia
552,Walnut Hill,2,Philadelphia
553,Washington Square West,2,Philadelphia
554,West Kensington,2,Philadelphia
555,West Oak Lane,2,Philadelphia
556,Wharton,2,Philadelphia
557,Whitman,2,Philadelphia
558,Winchester Park,2,Philadelphia
559,Wissahickon,2,Philadelphia
560,Wissinoming,2,Philadelphia
561,Wister,2,Philadelphia
562,Woodland Terrace,2,Philadelphia
563,Wynnefield Heights,2,Philadelphia
564,Wynnefield,2,Philadelphia
565,Yorktown,2,Philadelphia
566,Blue Bell Hill,2,Philadelphia
567,Centennial District,2,Philadelphia
568,Christian Street Historic District,2,Philadelphia
569,Druim Moir Historic District,2,Philadelphia
570,Elfreth's Alley,2,Philadelphia
571,Fabric Row,2,Philadelphia
572,Lower North Philadelphia,2,Philadelphia
573,Nicetown–Tioga,2,Philadelphia
574,North Philadelphia East,2,Philadelphia
575,North Philadelphia West,2,Philadelphia
576,Northwest Philadelphia,2,Philadelphia
577,Penn's Landing,2,Philadelphia
578,Philadelphia Badlands,2,Philadelphia
579,Philadelphia Koreatown,2,Philadelphia
580,Sansom Row,2,Philadelphia
581,Society Hill,2,Philadelphia
582,South Philadelphia Sports Complex,2,Philadelphia
583,Upper North Philadelphia,2,Philadelphia
584,West Passyunk,2,Philadelphia
585,West Philadelphia Streetcar Suburb Historic District,2,Philadelphia
